,Boat,Time,Country,Rank,Date,FinalType,Year,City
68,JW8+,4:59.23,GBR,5,1988-08-07 00:00:00,F,1988,Milan
69,JW8+,5:03.78,BUL,6,1988-08-07 00:00:00,F,1988,Milan
0,JM4+,6:40.25,RDA,1,1989-08-06 00:00:00,FA,1989,Szeged
1,JM4+,6:43.82,YOU,2,1989-08-06 00:00:00,FA,1989,Szeged
2,JM4+,6:46.90,TCH,3,1989-08-06 00:00:00,FA,1989,Szeged
3,JM4+,6:49.54,AUS,4,1989-08-06 00:00:00,FA,1989,Szeged
4,JM4+,7:00.49,BUL,5,1989-08-06 00:00:00,FA,1989,Szeged
5,JM4+,7:06.15,GRE,6,1989-08-06 00:00:00,FA,1989,Szeged
6,JM4+,6:59.00,FRA,1,1989-08-06 00:00:00,FB,1989,Szeged
7,JM4+,7:04.89,GBR,2,1989-08-06 00:00:00,FB,1989,Szeged
8,JM4+,7:05.99,ITA,3,1989-08-06 00:00:00,FB,1989,Szeged
9,JM4+,7:15.06,USA,4,1989-08-06 00:00:00,FB,1989,Szeged
10,JM4+,7:17.43,ESP,5,1989-08-06 00:00:00,FB,1989,Szeged
11,JM4-,6:27.00,GBR,1,1989-08-06 00:00:00,FA,1989,Szeged
12,JM4-,6:35.08,ROU,2,1989-08-06 00:00:00,FA,1989,Szeged
13,JM4-,6:37.72,FRA,3,1989-08-06 00:00:00,FA,1989,Szeged
14,JM4-,6:40.03,RDA,4,1989-08-06 00:00:00,FA,1989,Szeged
15,JM4-,6:40.36,rfa,5,1989-08-06 00:00:00,FA,1989,Szeged
16,JM4-,6:46.68,ITA,6,1989-08-06 00:00:00,FA,1989,Szeged
17,JM4-,6:52.29,NED,1,1989-08-06 00:00:00,FB,1989,Szeged
18,JM4-,6:58.01,HON,2,1989-08-06 00:00:00,FB,1989,Szeged
19,JM4-,6:58.18,URS,3,1989-08-06 00:00:00,FB,1989,Szeged
20,JM4x,6:10.99,RDA,1,1989-08-06 00:00:00,FA,1989,Szeged
21,JM4x,6:11.71,BUL,2,1989-08-06 00:00:00,FA,1989,Szeged
22,JM4x,6:20.18,RFA,3,1989-08-06 00:00:00,FA,1989,Szeged
23,JM4x,6:25.90,TCH,4,1989-08-06 00:00:00,FA,1989,Szeged
24,JM4x,6:27.99,URS,5,1989-08-06 00:00:00,FA,1989,Szeged
25,JM4x,6:29.53,ITA,6,1989-08-06 00:00:00,FA,1989,Szeged
26,JM4x,6:22.54,FRA,1,1989-08-06 00:00:00,FB,1989,Szeged
27,JM4x,6:23.20,SUI,2,1989-08-06 00:00:00,FB,1989,Szeged
28,JM4x,6:31.84,YOU,3,1989-08-06 00:00:00,FB,1989,Szeged
29,JM4x,6:34.20,HOL,4,1989-08-06 00:00:00,FB,1989,Szeged
30,JM4x,6:40.36,AUT,5,1989-08-06 00:00:00,FB,1989,Szeged
31,JM4x,6:46.74,DEN,6,1989-08-06 00:00:00,FB,1989,Szeged
32,JM8+,6:01.53,URS,1,1989-08-06 00:00:00,FA,1989,Szeged
33,JM8+,6:03.13,FRA,2,1989-08-06 00:00:00,FA,1989,Szeged
34,JM8+,6:05.93,GBR,3,1989-08-06 00:00:00,FA,1989,Szeged
35,JM8+,6:08.19,RFA,4,1989-08-06 00:00:00,FA,1989,Szeged
36,JM8+,6:08.85,USA,5,1989-08-06 00:00:00,FA,1989,Szeged
37,JM8+,6:15.67,SUI,6,1989-08-06 00:00:00,FA,1989,Szeged
38,JM8+,6:08.52,RDA,1,1989-08-06 00:00:00,FB,1989,Szeged
39,JM8+,6:10.77,AUS,2,1989-08-06 00:00:00,FB,1989,Szeged
40,JM8+,6:11.82,TCH,3,1989-08-06 00:00:00,FB,1989,Szeged
41,JM8+,6:14.57,IRL,4,1989-08-06 00:00:00,FB,1989,Szeged
42,JM8+,6:20.73,ITA,5,1989-08-06 00:00:00,FB,1989,Szeged
43,JM8+,6:41.57,AUT,6,1989-08-06 00:00:00,FB,1989,Szeged
44,JW4-,7:43.00,AUS,1,1989-08-06 00:00:00,FA,1989,Szeged
45,JW4-,7:45.91,RFA,2,1989-08-06 00:00:00,FA,1989,Szeged
46,JW4-,7:47.01,RDA,3,1989-08-06 00:00:00,FA,1989,Szeged
47,JW4-,8:02.19,USA,4,1989-08-06 00:00:00,FA,1989,Szeged
48,JW4-,8:03.46,GBR,5,1989-08-06 00:00:00,FA,1989,Szeged
49,JW4-,8:05.16,URS,6,1989-08-06 00:00:00,FA,1989,Szeged
50,JW4-,8:17.48,BUL,1,1989-08-06 00:00:00,FB,1989,Szeged
51,JW4-,8:22.87,TCH,2,1989-08-06 00:00:00,FB,1989,Szeged
52,JW4x,7:22.73,RDA,1,1989-08-06 00:00:00,FA,1989,Szeged
53,JW4x,7:24.00,RFA,2,1989-08-06 00:00:00,FA,1989,Szeged
54,JW4x,7:24.93,URS,3,1989-08-06 00:00:00,FA,1989,Szeged
55,JW4x,7:33.95,BUL,4,1989-08-06 00:00:00,FA,1989,Szeged
56,JW4x,7:39.41,TCH,5,1989-08-06 00:00:00,FA,1989,Szeged
57,JW4x,7:52.69,ITA,6,1989-08-06 00:00:00,FA,1989,Szeged
58,JW4x,7:57.24,POL,1,1989-08-06 00:00:00,FB,1989,Szeged
59,JW4x,8:00.05,FRA,2,1989-08-06 00:00:00,FB,1989,Szeged
60,JW4x,8:05.49,HON,3,1989-08-06 00:00:00,FB,1989,Szeged
61,JW4x,8:10.99,ESP,4,1989-08-06 00:00:00,FB,1989,Szeged
62,JW4x,8:17.26,NED,5,1989-08-06 00:00:00,FB,1989,Szeged
63,JW8+,7:16.16,RDA,1,1989-08-06 00:00:00,F,1989,Szeged
64,JW8+,7:19.52,FRA,2,1989-08-06 00:00:00,F,1989,Szeged
65,JW8+,7:22.54,CZE,3,1989-08-06 00:00:00,F,1989,Szeged
66,JW8+,7:26.01,RUS,4,1989-08-06 00:00:00,F,1989,Szeged
67,JW8+,7:33.87,USA,5,1989-08-06 00:00:00,F,1989,Szeged
68,JW8+,7:35.91,BUL,6,1989-08-06 00:00:00,F,1989,Szeged
0,M4+,6:14.90,ROU,1,1989-09-09 00:00:00,FA,1989,Bled
1,M4+,6:17.37,TCH,2,1989-09-09 00:00:00,FA,1989,Bled
2,M4+,6:17.57,GBR,3,1989-09-09 00:00:00,FA,1989,Bled
3,M4+,6:20.78,RDA,4,1989-09-09 00:00:00,FA,1989,Bled
4,M4+,6:25.95,URS,5,1989-09-09 00:00:00,FA,1989,Bled
5,M4+,6:26.10,ITA,6,1989-09-09 00:00:00,FA,1989,Bled
6,M4+,6:29.81,YUG,1,1989-09-09 00:00:00,FB,1989,Bled
7,M4+,6:32.80,BRA,2,1989-09-09 00:00:00,FB,1989,Bled
8,M4+,6:33.38,RFA,3,1989-09-09 00:00:00,FB,1989,Bled
9,M4+,6:35.19,CAN,4,1989-09-09 00:00:00,FB,1989,Bled
10,M4+,6:37.72,USA,5,1989-09-09 00:00:00,FB,1989,Bled
11,W4-,6:45.81,RDA,1,1989-09-09 00:00:00,FA,1989,Bled
12,W4-,6:48.45,CHN,2,1989-09-09 00:00:00,FA,1989,Bled
13,W4-,6:50.58,ROU,3,1989-09-09 00:00:00,FA,1989,Bled
14,W4-,6:51.53,CAN,4,1989-09-09 00:00:00,FA,1989,Bled
15,W4-,6:56.34,BUL,5,1989-09-09 00:00:00,FA,1989,Bled
16,W4-,6:58.35,RFA,6,1989-09-09 00:00:00,FA,1989,Bled
17,W4-,7:05.68,RUS,1,1989-09-09 00:00:00,FB,1989,Bled
18,W4-,7:12.22,GBR,2,1989-09-09 00:00:00,FB,1989,Bled
19,W4-,7:16.12,FRA,3,1989-09-09 00:00:00,FB,1989,Bled
20,W4x,6:16.62,RDA,1,1989-09-09 00:00:00,F,1989,Bled
21,W4x,6:22.39,RUS,2,1989-09-09 00:00:00,F,1989,Bled
22,W4x,6:23.63,BUL,3,1989-09-09 00:00:00,F,1989,Bled
23,W4x,6:32.38,CZE,4,1989-09-09 00:00:00,F,1989,Bled
24,W4x,6:37.46,POL,5,1989-09-09 00:00:00,F,1989,Bled
25,W4x,6:53.04,GBR,6,1989-09-09 00:00:00,F,1989,Bled
26,M4-,6:06.94,RDA,1,1989-09-10 00:00:00,FA,1989,Bled
27,M4-,6:07.92,USA,2,1989-09-10 00:00:00,FA,1989,Bled
28,M4-,6:08.63,NZL,3,1989-09-10 00:00:00,FA,1989,Bled
29,M4-,6:12.54,GBR,4,1989-09-10 00:00:00,FA,1989,Bled
30,M4-,6:12.94,NLD,5,1989-09-10 00:00:00,FA,1989,Bled
31,M4-,6:17.25,YOU,6,1989-09-10 00:00:00,FA,1989,Bled
32,M4-,6:05.12,FRA,1,1989-09-10 00:00:00,FB,1989,Bled
33,M4-,6:05.18,URS,2,1989-09-10 00:00:00,FB,1989,Bled
34,M4-,6:06.30,TCH,3,1989-09-10 00:00:00,FB,1989,Bled
35,M4-,6:06.32,AUS,4,1989-09-10 00:00:00,FB,1989,Bled
36,M4-,6:11.28,AUT,5,1989-09-10 00:00:00,FB,1989,Bled
37,M4-,6:11.46,FIN,6,1989-09-10 00:00:00,FB,1989,Bled
38,M4x,6:03.99,NLD,1,1989-09-10 00:00:00,FA,1989,Bled
39,M4x,6:04.26,ITA,2,1989-09-10 00:00:00,FA,1989,Bled
40,M4x,6:05.66,SUE,3,1989-09-10 00:00:00,FA,1989,Bled
41,M4x,6:06.18,RDA,4,1989-09-10 00:00:00,FA,1989,Bled
42,M4x,6:09.00,POL,5,1989-09-10 00:00:00,FA,1989,Bled
43,M4x,6:12.41,NOR,6,1989-09-10 00:00:00,FA,1989,Bled
44,M4x,5:50.79,TCH,1,1989-09-10 00:00:00,FB,1989,Bled
45,M4x,5:51.11,FRA,2,1989-09-10 00:00:00,FB,1989,Bled
46,M4x,5:52.72,URS,3,1989-09-10 00:00:00,FB,1989,Bled
47,M4x,5:53.83,HON,4,1989-09-10 00:00:00,FB,1989,Bled
48,M4x,5:54.76,DAN,5,1989-09-10 00:00:00,FB,1989,Bled
49,M4x,6:02.30,BUL,6,1989-09-10 00:00:00,FB,1989,Bled
50,M8+,5:43.88,RFA,1,1989-09-10 00:00:00,FA,1989,Bled
51,M8+,5:45.70,RDA,2,1989-09-10 00:00:00,FA,1989,Bled
52,M8+,5:47.01,GBR,3,1989-09-10 00:00:00,FA,1989,Bled
53,M8+,5:47.05,USA,4,1989-09-10 00:00:00,FA,1989,Bled
54,M8+,5:51.80,URS,5,1989-09-10 00:00:00,FA,1989,Bled
55,M8+,5:52.75,BUL,6,1989-09-10 00:00:00,FA,1989,Bled
56,M8+,5:42.14,ESP,1,1989-09-10 00:00:00,FB,1989,Bled
57,M8+,5:42.43,ITA,2,1989-09-10 00:00:00,FB,1989,Bled
58,M8+,5:45.28,FRA,3,1989-09-10 00:00:00,FB,1989,Bled
59,W8+,6:07.92,ROU,1,1989-09-10 00:00:00,F,1989,Bled
60,W8+,6:08.19,GER1,2,1989-09-10 00:00:00,F,1989,Bled
61,W8+,6:11.84,CHN,3,1989-09-10 00:00:00,F,1989,Bled
62,W8+,6:14.44,BUL,4,1989-09-10 00:00:00,F,1989,Bled
63,W8+,6:18.22,GER2,5,1989-09-10 00:00:00,F,1989,Bled
64,W8+,6:18.51,USA,6,1989-09-10 00:00:00,F,1989,Bled
0,JM4+,6:12.44,ROM,1,1990-08-04 00:00:00,FA,1990,Aiguebelette
1,JM4+,6:13.95,ITA,2,1990-08-04 00:00:00,FA,1990,Aiguebelette
2,JM4+,6:15.76,GBR,3,1990-08-04 00:00:00,FA,1990,Aiguebelette
3,JM4+,6:17.30,RFA,4,1990-08-04 00:00:00,FA,1990,Aiguebelette
4,JM4+,6:18.83,TCH,5,1990-08-04 00:00:00,FA,1990,Aiguebelette
5,JM4+,6:21.27,FRA,6,1990-08-04 00:00:00,FA,1990,Aiguebelette
6,JM4+,6:23.03,RDA,1,1990-08-04 00:00:00,FB,1990,Aiguebelette
7,JM4+,6:23.82,BUL,2,1990-08-04 00:00:00,FB,1990,Aiguebelette
8,JM4+,6:27.22,POL,3,1990-08-04 00:00:00,FB,1990,Aiguebelette
9,JM4+,6:27.40,USA,4,1990-08-04 00:00:00,FB,1990,Aiguebelette
10,JM4+,6:33.30,SUI,5,1990-08-04 00:00:00,FB,1990,Aiguebelette
11,JM4+,6:46.78,URS,1,1990-08-04 00:00:00,FC,1990,Aiguebelette
12,JM4+,6:52.90,GRE,2,1990-08-04 00:00:00,FC,1990,Aiguebelette
13,JM4-,6:05.08,GBR,1,1990-08-04 00:00:00,FA,1990,Aiguebelette
14,JM4-,6:08.97,AUS,2,1990-08-04 00:00:00,FA,1990,Aiguebelette
15,JM4-,6:10.96,RDA,3,1990-08-04 00:00:00,FA,1990,Aiguebelette
16,JM4-,6:14.52,ROM,4,1990-08-04 00:00:00,FA,1990,Aiguebelette
17,JM4-,6:15.63,URU,5,1990-08-04 00:00:00,FA,1990,Aiguebelette
18,JM4-,6:19.81,TCH,6,1990-08-04 00:00:00,FA,1990,Aiguebelette
19,JM4-,6:12.93,FRA,1,1990-08-04 00:00:00,FB,1990,Aiguebelette
20,JM4-,6:16.39,RFA,2,1990-08-04 00:00:00,FB,1990,Aiguebelette
21,JM4-,6:22.14,YUG,3,1990-08-04 00:00:00,FB,1990,Aiguebelette
22,JM4-,6:24.26,URS,4,1990-08-04 00:00:00,FB,1990,Aiguebelette
23,JM4-,6:24.95,CAN,5,1990-08-04 00:00:00,FB,1990,Aiguebelette
24,JM4-,7:43.90,POR,6,1990-08-04 00:00:00,FB,1990,Aiguebelette
25,JM4-,6:38.17,HOL,1,1990-08-04 00:00:00,FC,1990,Aiguebelette
26,JM4-,6:39.22,DEN,2,1990-08-04 00:00:00,FC,1990,Aiguebelette
27,JM4-,6:44.65,AUT,3,1990-08-04 00:00:00,FC,1990,Aiguebelette
28,JM4-,6:45.56,GRE,4,1990-08-04 00:00:00,FC,1990,Aiguebelette
29,JM4x,5:54.44,RDA,1,1990-08-04 00:00:00,FA,1990,Aiguebelette
30,JM4x,5:57.34,ITA,2,1990-08-04 00:00:00,FA,1990,Aiguebelette
31,JM4x,5:58.61,TCH,3,1990-08-04 00:00:00,FA,1990,Aiguebelette
32,JM4x,6:02.46,POL,4,1990-08-04 00:00:00,FA,1990,Aiguebelette
33,JM4x,6:04.10,RFA,5,1990-08-04 00:00:00,FA,1990,Aiguebelette
34,JM4x,6:09.75,URS,6,1990-08-04 00:00:00,FA,1990,Aiguebelette
35,JM4x,6:04.81,GBR,1,1990-08-04 00:00:00,FB,1990,Aiguebelette
36,JM4x,6:05.13,FRA,2,1990-08-04 00:00:00,FB,1990,Aiguebelette
37,JM4x,6:05.42,HOL,3,1990-08-04 00:00:00,FB,1990,Aiguebelette
38,JM4x,6:07.39,SUI,4,1990-08-04 00:00:00,FB,1990,Aiguebelette
39,JM4x,6:07.89,POR,5,1990-08-04 00:00:00,FB,1990,Aiguebelette
40,JM4x,6:08.15,DEN,6,1990-08-04 00:00:00,FB,1990,Aiguebelette
41,JM4x,6:15.56,HUN,1,1990-08-04 00:00:00,FC,1990,Aiguebelette
42,JM4x,6:17.12,YUG,2,1990-08-04 00:00:00,FC,1990,Aiguebelette
43,JM4x,6:26.88,AUT,3,1990-08-04 00:00:00,FC,1990,Aiguebelette
44,JM4x,6:28.03,ESP,4,1990-08-04 00:00:00,FC,1990,Aiguebelette
45,JM4x,6:33.71,JPN,5,1990-08-04 00:00:00,FC,1990,Aiguebelette
46,JM8+,5:43.57,RDA,1,1990-08-04 00:00:00,FA,1990,Aiguebelette
47,JM8+,5:46.80,GBR,2,1990-08-04 00:00:00,FA,1990,Aiguebelette
48,JM8+,5:47.57,USA,3,1990-08-04 00:00:00,FA,1990,Aiguebelette
49,JM8+,5:50.50,FRA,4,1990-08-04 00:00:00,FA,1990,Aiguebelette
50,JM8+,5:53.37,RFA,5,1990-08-04 00:00:00,FA,1990,Aiguebelette
51,JM8+,5:57.58,URS,6,1990-08-04 00:00:00,FA,1990,Aiguebelette
52,JM8+,5:54.95,ESP,1,1990-08-04 00:00:00,FB,1990,Aiguebelette
53,JM8+,5:56.41,SUE,2,1990-08-04 00:00:00,FB,1990,Aiguebelette
54,JW4-,6:58.96,RDA,1,1990-08-04 00:00:00,FA,1990,Aiguebelette
55,JW4-,7:10.34,TCH,2,1990-08-04 00:00:00,FA,1990,Aiguebelette
56,JW4-,7:12.57,RFA,3,1990-08-04 00:00:00,FA,1990,Aiguebelette
57,JW4-,7:17.78,FRA,4,1990-08-04 00:00:00,FA,1990,Aiguebelette
58,JW4-,7:21.91,GBR,5,1990-08-04 00:00:00,FA,1990,Aiguebelette
59,JW4-,7:24.17,CAN,6,1990-08-04 00:00:00,FA,1990,Aiguebelette
60,JW4-,7:29.30,USA,1,1990-08-04 00:00:00,FB,1990,Aiguebelette
61,JW4-,7:41.44,POL,2,1990-08-04 00:00:00,FB,1990,Aiguebelette
62,JW4x,6:36.75,RDA,1,1990-08-04 00:00:00,FA,1990,Aiguebelette
63,JW4x,6:41.52,RFA,2,1990-08-04 00:00:00,FA,1990,Aiguebelette
64,JW4x,6:44.07,URS,3,1990-08-04 00:00:00,FA,1990,Aiguebelette
65,JW4x,6:48.55,TCH,4,1990-08-04 00:00:00,FA,1990,Aiguebelette
66,JW4x,6:54.79,HOL,5,1990-08-04 00:00:00,FA,1990,Aiguebelette
67,JW4x,6:56.84,FRA,6,1990-08-04 00:00:00,FA,1990,Aiguebelette
68,JW4x,6:52.78,DEN,1,1990-08-04 00:00:00,FB,1990,Aiguebelette
69,JW4x,6:55.51,GBR,2,1990-08-04 00:00:00,FB,1990,Aiguebelette
70,JW4x,6:57.43,ITA,3,1990-08-04 00:00:00,FB,1990,Aiguebelette
71,JW4x,7:00.40,AUT,4,1990-08-04 00:00:00,FB,1990,Aiguebelette
72,JW4x,7:05.62,ESP,5,1990-08-04 00:00:00,FB,1990,Aiguebelette
73,JW8+,6:27.80,URS,1,1990-08-04 00:00:00,FA,1990,Aiguebelette
74,JW8+,6:28.78,FRA,2,1990-08-04 00:00:00,FA,1990,Aiguebelette
75,JW8+,6:29.54,TCH,3,1990-08-04 00:00:00,FA,1990,Aiguebelette
76,JW8+,6:31.05,AUS,4,1990-08-04 00:00:00,FA,1990,Aiguebelette
77,JW8+,6:38.70,USA,5,1990-08-04 00:00:00,FA,1990,Aiguebelette
78,JW8+,6:39.70,RDA,6,1990-08-04 00:00:00,FA,1990,Aiguebelette
0,W4-,7:51.68,ROM,1,1990-11-03 00:00:00,FA,1990,Tasmania
1,W4-,7:52.45,RFA,2,1990-11-03 00:00:00,FA,1990,Tasmania
2,W4-,7:56.54,RDA,3,1990-11-03 00:00:00,FA,1990,Tasmania
3,W4-,7:57.93,CAN,4,1990-11-03 00:00:00,FA,1990,Tasmania
4,W4-,8:02.19,USA,5,1990-11-03 00:00:00,FA,1990,Tasmania
5,W4-,8:05.21,NZL,6,1990-11-03 00:00:00,FA,1990,Tasmania
6,W4-,8:00.14,FRA,1,1990-11-03 00:00:00,FB,1990,Tasmania
7,W4-,8:07.35,AUS,2,1990-11-03 00:00:00,FB,1990,Tasmania
8,W4-,8:07.61,GBR,3,1990-11-03 00:00:00,FB,1990,Tasmania
9,W4x,6:14.08,RDA,1,1990-11-03 00:00:00,FA,1990,Tasmania
10,W4x,6:20.25,URS,2,1990-11-03 00:00:00,FA,1990,Tasmania
11,W4x,6:22.33,TCH,3,1990-11-03 00:00:00,FA,1990,Tasmania
12,W4x,6:23.77,RFA,4,1990-11-03 00:00:00,FA,1990,Tasmania
13,W4x,6:27.60,FRA,5,1990-11-03 00:00:00,FA,1990,Tasmania
14,W4x,6:32.69,BUL,6,1990-11-03 00:00:00,FA,1990,Tasmania
15,W8+,5:59.26,ROM,1,1990-11-03 00:00:00,FA,1990,Tasmania
16,W8+,6:01.67,USA,2,1990-11-03 00:00:00,FA,1990,Tasmania
17,W8+,6:03.18,RDA,3,1990-11-03 00:00:00,FA,1990,Tasmania
18,W8+,6:05.94,NZL,4,1990-11-03 00:00:00,FA,1990,Tasmania
19,W8+,6:06.15,CHN,5,1990-11-03 00:00:00,FA,1990,Tasmania
20,W8+,6:12.73,URS,6,1990-11-03 00:00:00,FA,1990,Tasmania
21,M4+,6:46.73,RDA,1,1990-11-04 00:00:00,FA,1990,Tasmania
22,M4+,6:48.03,RFA,2,1990-11-04 00:00:00,FA,1990,Tasmania
23,M4+,6:49.40,URS,3,1990-11-04 00:00:00,FA,1990,Tasmania
24,M4+,6:50.78,GBR,4,1990-11-04 00:00:00,FA,1990,Tasmania
25,M4+,6:52.56,YUG,5,1990-11-04 00:00:00,FA,1990,Tasmania
26,M4+,6:59.57,ROM,6,1990-11-04 00:00:00,FA,1990,Tasmania
27,M4+,7:11.45,USA,1,1990-11-04 00:00:00,FB,1990,Tasmania
28,M4+,7:13.96,TCH,2,1990-11-04 00:00:00,FB,1990,Tasmania
29,M4+,7:14.38,AUS,3,1990-11-04 00:00:00,FB,1990,Tasmania
30,M4+,7:19.43,FRA,4,1990-11-04 00:00:00,FB,1990,Tasmania
31,M4-,5:52.20,AUS,1,1990-11-04 00:00:00,FA,1990,Tasmania
32,M4-,5:53.41,HOL,2,1990-11-04 00:00:00,FA,1990,Tasmania
33,M4-,5:54.71,RDA,3,1990-11-04 00:00:00,FA,1990,Tasmania
34,M4-,5:56.02,GBR,4,1990-11-04 00:00:00,FA,1990,Tasmania
35,M4-,5:56.75,NZL,5,1990-11-04 00:00:00,FA,1990,Tasmania
36,M4-,6:00.48,RFA,6,1990-11-04 00:00:00,FA,1990,Tasmania
37,M4-,6:04.48,YUG,1,1990-11-04 00:00:00,FB,1990,Tasmania
38,M4-,6:04.73,FRA,2,1990-11-04 00:00:00,FB,1990,Tasmania
39,M4-,6:06.78,USA,3,1990-11-04 00:00:00,FB,1990,Tasmania
40,M4-,6:10.25,URS,4,1990-11-04 00:00:00,FB,1990,Tasmania
41,M4-,6:10.65,ITA,5,1990-11-04 00:00:00,FB,1990,Tasmania
42,M4-,6:14.80,FIN,6,1990-11-04 00:00:00,FB,1990,Tasmania
43,M4x,5:40.44,URS,1,1990-11-04 00:00:00,FA,1990,Tasmania
44,M4x,5:41.81,SUI,2,1990-11-04 00:00:00,FA,1990,Tasmania
45,M4x,5:42.18,ITA,3,1990-11-04 00:00:00,FA,1990,Tasmania
46,M4x,5:42.23,SUE,4,1990-11-04 00:00:00,FA,1990,Tasmania
47,M4x,5:44.80,HOL,5,1990-11-04 00:00:00,FA,1990,Tasmania
48,M4x,5:46.01,RFA,6,1990-11-04 00:00:00,FA,1990,Tasmania
49,M4x,5:52.38,AUS,1,1990-11-04 00:00:00,FB,1990,Tasmania
50,M4x,5:52.74,DEN,2,1990-11-04 00:00:00,FB,1990,Tasmania
51,M4x,5:55.86,FRA,3,1990-11-04 00:00:00,FB,1990,Tasmania
52,M4x,5:58.24,NOR,4,1990-11-04 00:00:00,FB,1990,Tasmania
53,M4x,5:59.67,POL,5,1990-11-04 00:00:00,FB,1990,Tasmania
54,M4x,6:00.32,GBR,6,1990-11-04 00:00:00,FB,1990,Tasmania
55,M8+,5:26.62,RFA,1,1990-11-04 00:00:00,FA,1990,Tasmania
56,M8+,5:27.57,CAN,2,1990-11-04 00:00:00,FA,1990,Tasmania
57,M8+,5:29.88,RDA,3,1990-11-04 00:00:00,FA,1990,Tasmania
58,M8+,5:30.44,GBR,4,1990-11-04 00:00:00,FA,1990,Tasmania
59,M8+,5:30.93,USA,5,1990-11-04 00:00:00,FA,1990,Tasmania
60,M8+,5:35.19,URS,6,1990-11-04 00:00:00,FA,1990,Tasmania
61,M8+,5:41.17,ITA,1,1990-11-04 00:00:00,FB,1990,Tasmania
62,M8+,5:41.73,AUS,2,1990-11-04 00:00:00,FB,1990,Tasmania
63,M8+,5:47.98,NZL,3,1990-11-04 00:00:00,FB,1990,Tasmania
0,JM4+,6:24.73,ROM,1,1991-08-03 00:00:00,FA,1991,Banyoles
1,JM4+,6:27.09,TCH,2,1991-08-03 00:00:00,FA,1991,Banyoles
2,JM4+,6:27.62,ITA,3,1991-08-03 00:00:00,FA,1991,Banyoles
3,JM4+,6:28.36,FRA,4,1991-08-03 00:00:00,FA,1991,Banyoles
4,JM4+,6:33.81,GBR,5,1991-08-03 00:00:00,FA,1991,Banyoles
5,JM4+,6:38.25,GER,6,1991-08-03 00:00:00,FA,1991,Banyoles
6,JM4+,6:32.20,CAN,1,1991-08-03 00:00:00,FB,1991,Banyoles
7,JM4+,6:37.75,ARG,2,1991-08-03 00:00:00,FB,1991,Banyoles
8,JM4+,6:43.67,YUG,3,1991-08-03 00:00:00,FB,1991,Banyoles
9,JM4-,6:14.66,GBR,1,1991-08-03 00:00:00,FA,1991,Banyoles
10,JM4-,6:14.95,AUS,2,1991-08-03 00:00:00,FA,1991,Banyoles
11,JM4-,6:18.09,GER,3,1991-08-03 00:00:00,FA,1991,Banyoles
12,JM4-,6:20.07,NOR,4,1991-08-03 00:00:00,FA,1991,Banyoles
13,JM4-,6:21.06,ESP,5,1991-08-03 00:00:00,FA,1991,Banyoles
14,JM4-,6:27.56,TCH,6,1991-08-03 00:00:00,FA,1991,Banyoles
15,JM4-,6:25.78,ITA,1,1991-08-03 00:00:00,FB,1991,Banyoles
16,JM4-,6:29.14,SUI,2,1991-08-03 00:00:00,FB,1991,Banyoles
17,JM4-,6:44.47,FIN,3,1991-08-03 00:00:00,FB,1991,Banyoles
18,JM4x,5:56.24,GER,1,1991-08-03 00:00:00,FA,1991,Banyoles
19,JM4x,5:57.92,ITA,2,1991-08-03 00:00:00,FA,1991,Banyoles
20,JM4x,5:59.91,URS,3,1991-08-03 00:00:00,FA,1991,Banyoles
21,JM4x,6:00.17,FRA,4,1991-08-03 00:00:00,FA,1991,Banyoles
22,JM4x,6:10.47,POL,5,1991-08-03 00:00:00,FA,1991,Banyoles
23,JM4x,6:14.21,POR,6,1991-08-03 00:00:00,FA,1991,Banyoles
24,JM4x,6:08.45,SUI,1,1991-08-03 00:00:00,FB,1991,Banyoles
25,JM4x,6:09.89,SWE,2,1991-08-03 00:00:00,FB,1991,Banyoles
26,JM4x,6:11.53,NED,3,1991-08-03 00:00:00,FB,1991,Banyoles
27,JM4x,6:11.72,TCH,4,1991-08-03 00:00:00,FB,1991,Banyoles
28,JM4x,6:16.18,DEN,5,1991-08-03 00:00:00,FB,1991,Banyoles
29,JM4x,6:21.78,YUG,6,1991-08-03 00:00:00,FB,1991,Banyoles
30,JM4x,6:18.22,GBR,1,1991-08-03 00:00:00,FC,1991,Banyoles
31,JM4x,6:19.02,AUT,2,1991-08-03 00:00:00,FC,1991,Banyoles
32,JM4x,6:21.75,ESP,3,1991-08-03 00:00:00,FC,1991,Banyoles
33,JM4x,6:28.67,TUR,4,1991-08-03 00:00:00,FC,1991,Banyoles
34,JM4x,6:29.55,JPN,5,1991-08-03 00:00:00,FC,1991,Banyoles
35,JM8+,5:40.80,URS,1,1991-08-03 00:00:00,FA,1991,Banyoles
36,JM8+,5:46.14,GER,2,1991-08-03 00:00:00,FA,1991,Banyoles
37,JM8+,5:48.66,ESP,3,1991-08-03 00:00:00,FA,1991,Banyoles
38,JM8+,5:48.76,GBR,4,1991-08-03 00:00:00,FA,1991,Banyoles
39,JM8+,5:50.78,USA,5,1991-08-03 00:00:00,FA,1991,Banyoles
40,JM8+,5:51.48,ITA,6,1991-08-03 00:00:00,FA,1991,Banyoles
41,JM8+,5:52.84,BEL,1,1991-08-03 00:00:00,FB,1991,Banyoles
42,JM8+,5:55.27,FRA,2,1991-08-03 00:00:00,FB,1991,Banyoles
43,JW4-,7:03.31,GER,1,1991-08-03 00:00:00,FA,1991,Banyoles
