,Boat,Time,Country,Rank,Date,FinalType,Year,City
46,BM4-,6:28.52,ESP,3,2005-07-24 14:24:00,FA,2005,Amsterdam
47,BM4-,6:30.35,USA,4,2005-07-24 14:24:00,FA,2005,Amsterdam
48,BM4-,6:31.51,CRO,5,2005-07-24 14:24:00,FA,2005,Amsterdam
49,BM4-,6:38.30,GBR,6,2005-07-24 14:24:00,FA,2005,Amsterdam
50,BW4x,6:53.44,ROM,1,2005-07-24 15:12:00,FA,2005,Amsterdam
51,BW4x,6:56.14,GER,2,2005-07-24 15:12:00,FA,2005,Amsterdam
52,BW4x,6:57.65,NZL,3,2005-07-24 15:12:00,FA,2005,Amsterdam
53,BW4x,6:59.64,CZE,4,2005-07-24 15:12:00,FA,2005,Amsterdam
54,BW4x,7:01.47,ITA,5,2005-07-24 15:12:00,FA,2005,Amsterdam
55,BW4x,7:05.20,BLR,6,2005-07-24 15:12:00,FA,2005,Amsterdam
56,BM4x,6:12.04,BLR,1,2005-07-24 15:24:00,FA,2005,Amsterdam
57,BM4x,6:12.87,ROM,2,2005-07-24 15:24:00,FA,2005,Amsterdam
58,BM4x,6:13.30,UKR,3,2005-07-24 15:24:00,FA,2005,Amsterdam
59,BM4x,6:14.42,GER,4,2005-07-24 15:24:00,FA,2005,Amsterdam
60,BM4x,6:18.32,RUS,5,2005-07-24 15:24:00,FA,2005,Amsterdam
61,BM4x,6:21.99,POL,6,2005-07-24 15:24:00,FA,2005,Amsterdam
62,BM8+,5:50.90,ROM,1,2005-07-24 15:36:00,FA,2005,Amsterdam
63,BM8+,5:51.82,ITA,2,2005-07-24 15:36:00,FA,2005,Amsterdam
64,BM8+,5:54.67,CAN,3,2005-07-24 15:36:00,FA,2005,Amsterdam
65,BM8+,5:55.05,GER,4,2005-07-24 15:36:00,FA,2005,Amsterdam
66,BM8+,6:00.11,CZE,5,2005-07-24 15:36:00,FA,2005,Amsterdam
67,BM8+,6:02.37,UKR,6,2005-07-24 15:36:00,FA,2005,Amsterdam
0,JM4x,6:52.75,EST,1,2005-08-05 13:42:00,FD,2005,Brandenburg
1,JM4x,6:58.39,LTU,2,2005-08-05 13:42:00,FD,2005,Brandenburg
2,JM4x,7:00.75,AUT,3,2005-08-05 13:42:00,FD,2005,Brandenburg
3,JM4x,7:21.39,ZIM,4,2005-08-05 13:42:00,FD,2005,Brandenburg
4,JM4-,6:52.56,UKR,1,2005-08-05 13:48:00,FC,2005,Brandenburg
5,JM4-,6:54.72,SUI,2,2005-08-05 13:48:00,FC,2005,Brandenburg
6,JM4-,7:16.40,LTU,3,2005-08-05 13:48:00,FC,2005,Brandenburg
7,JM4x,6:35.85,CZE,1,2005-08-05 14:06:00,FC,2005,Brandenburg
8,JM4x,6:38.82,GRE,2,2005-08-05 14:06:00,FC,2005,Brandenburg
9,JM4x,6:41.10,BEL,3,2005-08-05 14:06:00,FC,2005,Brandenburg
10,JM4x,6:41.15,ESP,4,2005-08-05 14:06:00,FC,2005,Brandenburg
11,JM4x,6:46.99,HUN,5,2005-08-05 14:06:00,FC,2005,Brandenburg
12,JM4x,6:47.16,POR,6,2005-08-05 14:06:00,FC,2005,Brandenburg
13,JM4+,6:34.16,GBR,1,2005-08-06 09:30:00,FB,2005,Brandenburg
14,JM4+,6:35.15,ROM,2,2005-08-06 09:30:00,FB,2005,Brandenburg
15,JM4+,6:37.70,UKR,3,2005-08-06 09:30:00,FB,2005,Brandenburg
16,JM4+,6:43.48,RSA,4,2005-08-06 09:30:00,FB,2005,Brandenburg
17,JM4+,6:46.20,RUS,5,2005-08-06 09:30:00,FB,2005,Brandenburg
18,JM4+,6:52.47,ESP,6,2005-08-06 09:30:00,FB,2005,Brandenburg
19,JW4-,7:08.25,UKR,1,2005-08-06 09:45:00,FB,2005,Brandenburg
20,JW4-,7:09.67,CAN,2,2005-08-06 09:45:00,FB,2005,Brandenburg
21,JW4-,7:11.84,ROM,3,2005-08-06 09:45:00,FB,2005,Brandenburg
22,JW4-,7:18.17,FRA,4,2005-08-06 09:45:00,FB,2005,Brandenburg
23,JW4-,7:23.68,CZE,5,2005-08-06 09:45:00,FB,2005,Brandenburg
24,JW4-,7:53.81,LTU,6,2005-08-06 09:45:00,FB,2005,Brandenburg
25,JM4-,6:24.13,HUN,1,2005-08-06 09:50:00,FB,2005,Brandenburg
26,JM4-,6:25.06,AUS,2,2005-08-06 09:50:00,FB,2005,Brandenburg
27,JM4-,6:26.73,SLO,3,2005-08-06 09:50:00,FB,2005,Brandenburg
28,JM4-,6:27.74,CAN,4,2005-08-06 09:50:00,FB,2005,Brandenburg
29,JM4-,6:27.84,CZE,5,2005-08-06 09:50:00,FB,2005,Brandenburg
30,JM4-,6:29.34,FRA,6,2005-08-06 09:50:00,FB,2005,Brandenburg
31,JW4x,6:52.97,ROM,1,2005-08-06 10:15:00,FB,2005,Brandenburg
32,JW4x,6:55.97,NED,2,2005-08-06 10:15:00,FB,2005,Brandenburg
33,JW4x,6:57.12,DEN,3,2005-08-06 10:15:00,FB,2005,Brandenburg
34,JW4x,6:57.36,RUS,4,2005-08-06 10:15:00,FB,2005,Brandenburg
35,JW4x,6:58.32,JPN,5,2005-08-06 10:15:00,FB,2005,Brandenburg
36,JW4x,7:07.53,CRO,6,2005-08-06 10:15:00,FB,2005,Brandenburg
37,JM4x,6:05.86,BLR,1,2005-08-06 10:20:00,FB,2005,Brandenburg
38,JM4x,6:07.46,POL,2,2005-08-06 10:20:00,FB,2005,Brandenburg
39,JM4x,6:08.38,DEN,3,2005-08-06 10:20:00,FB,2005,Brandenburg
40,JM4x,6:08.82,JPN,4,2005-08-06 10:20:00,FB,2005,Brandenburg
41,JM4x,6:15.81,FRA,5,2005-08-06 10:20:00,FB,2005,Brandenburg
42,JM4x,6:18.01,NED,6,2005-08-06 10:20:00,FB,2005,Brandenburg
43,JM8+,5:56.18,GRE,1,2005-08-06 10:25:00,FB,2005,Brandenburg
44,JM8+,5:57.81,GBR,2,2005-08-06 10:25:00,FB,2005,Brandenburg
45,JM8+,5:58.46,BLR,3,2005-08-06 10:25:00,FB,2005,Brandenburg
46,JM8+,6:00.60,ESP,4,2005-08-06 10:25:00,FB,2005,Brandenburg
47,JM8+,6:02.73,CZE,5,2005-08-06 10:25:00,FB,2005,Brandenburg
48,JM8+,6:03.50,ITA,6,2005-08-06 10:25:00,FB,2005,Brandenburg
49,JM4+,6:22.19,GER,1,2005-08-06 10:30:00,FA,2005,Brandenburg
50,JM4+,6:23.27,ITA,2,2005-08-06 10:30:00,FA,2005,Brandenburg
51,JM4+,6:32.25,POL,3,2005-08-06 10:30:00,FA,2005,Brandenburg
52,JM4+,6:32.83,USA,4,2005-08-06 10:30:00,FA,2005,Brandenburg
53,JM4+,6:33.39,CAN,5,2005-08-06 10:30:00,FA,2005,Brandenburg
54,JM4+,6:37.91,SCG,6,2005-08-06 10:30:00,FA,2005,Brandenburg
55,JW4-,6:59.82,ITA,1,2005-08-06 11:10:00,FA,2005,Brandenburg
56,JW4-,7:04.25,BLR,2,2005-08-06 11:10:00,FA,2005,Brandenburg
57,JW4-,7:05.66,GER,3,2005-08-06 11:10:00,FA,2005,Brandenburg
58,JW4-,7:07.00,POL,4,2005-08-06 11:10:00,FA,2005,Brandenburg
59,JW4-,7:09.66,NZL,5,2005-08-06 11:10:00,FA,2005,Brandenburg
60,JW4-,7:10.87,USA,6,2005-08-06 11:10:00,FA,2005,Brandenburg
61,JM4-,6:17.24,ROM,1,2005-08-06 11:25:00,FA,2005,Brandenburg
62,JM4-,6:17.47,GER,2,2005-08-06 11:25:00,FA,2005,Brandenburg
63,JM4-,6:20.37,GBR,3,2005-08-06 11:25:00,FA,2005,Brandenburg
64,JM4-,6:22.50,CRO,4,2005-08-06 11:25:00,FA,2005,Brandenburg
65,JM4-,6:28.35,SCG,5,2005-08-06 11:25:00,FA,2005,Brandenburg
66,JM4-,6:30.90,ITA,6,2005-08-06 11:25:00,FA,2005,Brandenburg
67,JW4x,6:44.96,GER,1,2005-08-06 13:35:00,FA,2005,Brandenburg
68,JW4x,6:47.48,BLR,2,2005-08-06 13:35:00,FA,2005,Brandenburg
69,JW4x,6:51.22,GBR,3,2005-08-06 13:35:00,FA,2005,Brandenburg
70,JW4x,6:53.21,ITA,4,2005-08-06 13:35:00,FA,2005,Brandenburg
71,JW4x,6:58.62,POL,5,2005-08-06 13:35:00,FA,2005,Brandenburg
72,JW4x,7:01.25,FRA,6,2005-08-06 13:35:00,FA,2005,Brandenburg
73,JM4x,6:07.32,ITA,1,2005-08-06 13:50:00,FA,2005,Brandenburg
74,JM4x,6:07.85,GER,2,2005-08-06 13:50:00,FA,2005,Brandenburg
75,JM4x,6:11.10,UKR,3,2005-08-06 13:50:00,FA,2005,Brandenburg
76,JM4x,6:11.40,SLO,4,2005-08-06 13:50:00,FA,2005,Brandenburg
77,JM4x,6:14.98,GBR,5,2005-08-06 13:50:00,FA,2005,Brandenburg
78,JM4x,6:27.71,RUS,6,2005-08-06 13:50:00,FA,2005,Brandenburg
79,JW8+,6:46.69,GER,1,2005-08-06 14:05:00,FA,2005,Brandenburg
80,JW8+,6:48.72,ROM,2,2005-08-06 14:05:00,FA,2005,Brandenburg
81,JW8+,6:50.94,GBR,3,2005-08-06 14:05:00,FA,2005,Brandenburg
82,JW8+,6:53.95,USA,4,2005-08-06 14:05:00,FA,2005,Brandenburg
83,JW8+,6:55.95,RUS,5,2005-08-06 14:05:00,FA,2005,Brandenburg
84,JW8+,7:01.50,CZE,6,2005-08-06 14:05:00,FA,2005,Brandenburg
85,JM8+,5:58.08,USA,1,2005-08-06 14:20:00,FA,2005,Brandenburg
86,JM8+,5:59.75,GER,2,2005-08-06 14:20:00,FA,2005,Brandenburg
87,JM8+,5:59.89,ROM,3,2005-08-06 14:20:00,FA,2005,Brandenburg
88,JM8+,6:00.56,RUS,4,2005-08-06 14:20:00,FA,2005,Brandenburg
89,JM8+,6:03.26,NZL,5,2005-08-06 14:20:00,FA,2005,Brandenburg
90,JM8+,6:06.74,FRA,6,2005-08-06 14:20:00,FA,2005,Brandenburg
0,M4-,6:05.85,SLO,1,2005-09-02 10:42:00,FC,2005,Gifu
1,M4-,6:10.16,SUI,2,2005-09-02 10:42:00,FC,2005,Gifu
2,M4-,6:17.44,JPN,3,2005-09-02 10:42:00,FC,2005,Gifu
3,M4-,6:30.30,KOR,4,2005-09-02 10:42:00,FC,2005,Gifu
4,M4x,6:20.05,ROM,1,2005-09-02 13:06:00,FC,2005,Gifu
5,M4x,6:40.94,JPN,2,2005-09-02 13:06:00,FC,2005,Gifu
6,M4-,6:08.55,ITA,1,2005-09-03 10:26:00,FB,2005,Gifu
7,M4-,6:11.09,CZE,2,2005-09-03 10:26:00,FB,2005,Gifu
8,M4-,6:11.24,AUS,3,2005-09-03 10:26:00,FB,2005,Gifu
9,M4-,6:12.12,IRL,4,2005-09-03 10:26:00,FB,2005,Gifu
10,M4-,6:18.39,POL,5,2005-09-03 10:26:00,FB,2005,Gifu
11,M4-,6:20.19,GER,6,2005-09-03 10:26:00,FB,2005,Gifu
12,W4-,6:55.56,AUS,1,2005-09-03 11:00:00,FA,2005,Gifu
13,W4-,7:03.24,GER,2,2005-09-03 11:00:00,FA,2005,Gifu
14,W4-,7:07.96,BLR,3,2005-09-03 11:00:00,FA,2005,Gifu
15,W4-,7:41.09,KOR,4,2005-09-03 11:00:00,FA,2005,Gifu
16,M4-,6:11.59,GBR,1,2005-09-03 13:45:00,FA,2005,Gifu
17,M4-,6:13.23,NED,2,2005-09-03 13:45:00,FA,2005,Gifu
18,M4-,6:16.02,CAN,3,2005-09-03 13:45:00,FA,2005,Gifu
19,M4-,6:20.63,DEN,4,2005-09-03 13:45:00,FA,2005,Gifu
20,M4-,6:21.42,USA,5,2005-09-03 13:45:00,FA,2005,Gifu
21,M4-,6:26.83,NZL,6,2005-09-03 13:45:00,FA,2005,Gifu
22,W4x,6:26.69,ROM,1,2005-09-04 09:05:00,FB,2005,Gifu
23,W4x,6:29.57,ITA,2,2005-09-04 09:05:00,FB,2005,Gifu
24,W4x,6:39.28,JPN,3,2005-09-04 09:05:00,FB,2005,Gifu
25,M4x,5:43.95,GBR,1,2005-09-04 09:10:00,FB,2005,Gifu
26,M4x,5:45.70,RUS,2,2005-09-04 09:10:00,FB,2005,Gifu
27,M4x,5:46.52,USA,3,2005-09-04 09:10:00,FB,2005,Gifu
28,M4x,5:48.02,UKR,4,2005-09-04 09:10:00,FB,2005,Gifu
29,M4x,5:49.17,AUS,5,2005-09-04 09:10:00,FB,2005,Gifu
30,W8+,6:08.81,BLR,1,2005-09-04 09:15:00,FB,2005,Gifu
31,W8+,6:14.48,RUS,2,2005-09-04 09:15:00,FB,2005,Gifu
32,M8+,5:29.52,CAN,1,2005-09-04 09:20:00,FB,2005,Gifu
33,M8+,5:32.04,NED,2,2005-09-04 09:20:00,FB,2005,Gifu
34,M8+,5:32.29,FRA,3,2005-09-04 09:20:00,FB,2005,Gifu
35,M8+,5:34.25,BLR,4,2005-09-04 09:20:00,FB,2005,Gifu
36,M8+,5:34.87,CRO,5,2005-09-04 09:20:00,FB,2005,Gifu
37,M8+,5:36.49,ROM,6,2005-09-04 09:20:00,FB,2005,Gifu
38,M4+,6:02.42,FRA,1,2005-09-04 09:30:00,FA,2005,Gifu
39,M4+,6:03.44,USA,2,2005-09-04 09:30:00,FA,2005,Gifu
40,M4+,6:06.01,GER,3,2005-09-04 09:30:00,FA,2005,Gifu
41,M4+,6:07.14,CAN,4,2005-09-04 09:30:00,FA,2005,Gifu
42,M4+,6:14.12,ITA,5,2005-09-04 09:30:00,FA,2005,Gifu
43,M4+,6:18.98,JPN,6,2005-09-04 09:30:00,FA,2005,Gifu
44,W4x,6:09.59,GBR,1,2005-09-04 11:15:00,FA,2005,Gifu
45,W4x,6:09.93,GER,2,2005-09-04 11:15:00,FA,2005,Gifu
46,W4x,6:12.19,RUS,3,2005-09-04 11:15:00,FA,2005,Gifu
47,W4x,6:13.40,UKR,4,2005-09-04 11:15:00,FA,2005,Gifu
48,W4x,6:24.02,USA,5,2005-09-04 11:15:00,FA,2005,Gifu
49,W4x,6:30.14,FRA,6,2005-09-04 11:15:00,FA,2005,Gifu
50,M4x,5:34.96,POL,1,2005-09-04 11:30:00,FA,2005,Gifu
51,M4x,5:35.45,SLO,2,2005-09-04 11:30:00,FA,2005,Gifu
52,M4x,5:36.61,EST,3,2005-09-04 11:30:00,FA,2005,Gifu
53,M4x,5:38.54,CZE,4,2005-09-04 11:30:00,FA,2005,Gifu
54,M4x,5:38.89,FRA,5,2005-09-04 11:30:00,FA,2005,Gifu
55,M4x,5:41.71,GER,6,2005-09-04 11:30:00,FA,2005,Gifu
56,W8+,5:58.10,AUS,1,2005-09-04 11:45:00,FA,2005,Gifu
57,W8+,5:59.50,ROM,2,2005-09-04 11:45:00,FA,2005,Gifu
58,W8+,5:59.61,NED,3,2005-09-04 11:45:00,FA,2005,Gifu
59,W8+,5:59.88,USA,4,2005-09-04 11:45:00,FA,2005,Gifu
60,W8+,6:01.34,GBR,5,2005-09-04 11:45:00,FA,2005,Gifu
61,W8+,6:04.37,GER,6,2005-09-04 11:45:00,FA,2005,Gifu
62,M8+,5:22.75,USA,1,2005-09-04 12:00:00,FA,2005,Gifu
63,M8+,5:24.01,ITA,2,2005-09-04 12:00:00,FA,2005,Gifu
64,M8+,5:25.66,GER,3,2005-09-04 12:00:00,FA,2005,Gifu
65,M8+,5:27.57,GBR,4,2005-09-04 12:00:00,FA,2005,Gifu
66,M8+,5:27.61,POL,5,2005-09-04 12:00:00,FA,2005,Gifu
67,M8+,5:30.83,RUS,6,2005-09-04 12:00:00,FA,2005,Gifu
0,BM4x,6:06.84,BLR,1,2006-07-22 10:42:00,FC,2006,Hazewinkel
1,BM4x,6:09.58,USA,2,2006-07-22 10:42:00,FC,2006,Hazewinkel
2,BM4x,6:12.70,GBR,3,2006-07-22 10:42:00,FC,2006,Hazewinkel
3,BM4+,6:40.70,CAN,1,2006-07-22 15:54:00,FB,2006,Hazewinkel
4,BM4+,6:43.18,GER,2,2006-07-22 15:54:00,FB,2006,Hazewinkel
5,BM4+,6:46.42,POL,3,2006-07-22 15:54:00,FB,2006,Hazewinkel
6,BM4+,6:49.46,RUS,4,2006-07-22 15:54:00,FB,2006,Hazewinkel
7,BM4+,6:53.77,IRL,5,2006-07-22 15:54:00,FB,2006,Hazewinkel
8,BM4-,6:19.08,ESP,1,2006-07-22 16:12:00,FB,2006,Hazewinkel
9,BM4-,6:21.20,RSA,2,2006-07-22 16:12:00,FB,2006,Hazewinkel
10,BM4-,6:22.17,GBR,3,2006-07-22 16:12:00,FB,2006,Hazewinkel
11,BM4-,6:23.01,LAT,4,2006-07-22 16:12:00,FB,2006,Hazewinkel
12,BM4-,6:26.39,NZL,5,2006-07-22 16:12:00,FB,2006,Hazewinkel
13,BM4-,6:32.58,BEL,6,2006-07-22 16:12:00,FB,2006,Hazewinkel
14,BW4x,7:08.23,ITA,1,2006-07-22 16:24:00,FB,2006,Hazewinkel
15,BW4x,7:18.32,HUN,2,2006-07-22 16:24:00,FB,2006,Hazewinkel
16,BW8+,6:37.02,CAN,1,2006-07-22 16:30:00,FB,2006,Hazewinkel
17,BW8+,6:48.59,UKR,2,2006-07-22 16:30:00,FB,2006,Hazewinkel
18,BM8+,5:50.15,EST,1,2006-07-22 16:36:00,FB,2006,Hazewinkel
19,BM8+,5:51.14,CRO,2,2006-07-22 16:36:00,FB,2006,Hazewinkel
20,BM8+,5:51.71,UKR,3,2006-07-22 16:36:00,FB,2006,Hazewinkel
21,BM8+,5:54.78,FRA,4,2006-07-22 16:36:00,FB,2006,Hazewinkel
22,BM8+,6:01.25,NED,5,2006-07-22 16:36:00,FB,2006,Hazewinkel
23,BM4x,5:53.48,SLO,1,2006-07-23 10:30:00,FB,2006,Hazewinkel
24,BM4x,5:55.97,AUT,2,2006-07-23 10:30:00,FB,2006,Hazewinkel
25,BM4x,5:57.44,ARG,3,2006-07-23 10:30:00,FB,2006,Hazewinkel
26,BM4x,5:57.99,LAT,4,2006-07-23 10:30:00,FB,2006,Hazewinkel
27,BM4x,6:02.60,RUS,5,2006-07-23 10:30:00,FB,2006,Hazewinkel
28,BM4x,6:03.66,ITA,6,2006-07-23 10:30:00,FB,2006,Hazewinkel
29,BW4-,6:39.97,AUS,1,2006-07-23 10:50:00,FA,2006,Hazewinkel
30,BW4-,6:43.60,BLR,2,2006-07-23 10:50:00,FA,2006,Hazewinkel
31,BW4-,6:43.82,POL,3,2006-07-23 10:50:00,FA,2006,Hazewinkel
32,BW4-,6:48.09,GER,4,2006-07-23 10:50:00,FA,2006,Hazewinkel
33,BW4-,6:51.19,RUS,5,2006-07-23 10:50:00,FA,2006,Hazewinkel
34,BW4-,6:51.90,CAN,6,2006-07-23 10:50:00,FA,2006,Hazewinkel
35,BM4+,6:03.19,NZL,1,2006-07-23 11:02:00,FA,2006,Hazewinkel
36,BM4+,6:03.78,AUS,2,2006-07-23 11:02:00,FA,2006,Hazewinkel
37,BM4+,6:07.13,ITA,3,2006-07-23 11:02:00,FA,2006,Hazewinkel
38,BM4+,6:08.46,ROM,4,2006-07-23 11:02:00,FA,2006,Hazewinkel
39,BM4+,6:12.53,GBR,5,2006-07-23 11:02:00,FA,2006,Hazewinkel
40,BM4+,6:15.46,USA,6,2006-07-23 11:02:00,FA,2006,Hazewinkel
41,BM4-,5:54.69,CZE,1,2006-07-23 14:42:00,FA,2006,Hazewinkel
42,BM4-,5:55.68,GRE,2,2006-07-23 14:42:00,FA,2006,Hazewinkel
43,BM4-,5:58.72,GER,3,2006-07-23 14:42:00,FA,2006,Hazewinkel
44,BM4-,6:00.77,BLR,4,2006-07-23 14:42:00,FA,2006,Hazewinkel
45,BM4-,6:01.79,IRL,5,2006-07-23 14:42:00,FA,2006,Hazewinkel
46,BM4-,6:04.91,AUS,6,2006-07-23 14:42:00,FA,2006,Hazewinkel
47,BW4x,6:24.55,ROM,1,2006-07-23 15:30:00,FA,2006,Hazewinkel
48,BW4x,6:26.32,GBR,2,2006-07-23 15:30:00,FA,2006,Hazewinkel
49,BW4x,6:26.38,GER,3,2006-07-23 15:30:00,FA,2006,Hazewinkel
50,BW4x,6:26.83,NED,4,2006-07-23 15:30:00,FA,2006,Hazewinkel
51,BW4x,6:33.51,NZL,5,2006-07-23 15:30:00,FA,2006,Hazewinkel
52,BW4x,6:34.12,RUS,6,2006-07-23 15:30:00,FA,2006,Hazewinkel
53,BM4x,5:50.74,UKR,1,2006-07-23 15:42:00,FA,2006,Hazewinkel
54,BM4x,5:51.45,ROU,2,2006-07-23 15:42:00,FA,2006,Hazewinkel
55,BM4x,5:51.60,GER,3,2006-07-23 15:42:00,FA,2006,Hazewinkel
56,BM4x,5:52.50,HUN,4,2006-07-23 15:42:00,FA,2006,Hazewinkel
57,BM4x,5:55.74,CZE,5,2006-07-23 15:42:00,FA,2006,Hazewinkel
58,BM4x,5:56.33,FRA,6,2006-07-23 15:42:00,FA,2006,Hazewinkel
59,BW8+,6:06.68,USA,1,2006-07-23 15:54:00,FA,2006,Hazewinkel
60,BW8+,6:08.98,BLR,2,2006-07-23 15:54:00,FA,2006,Hazewinkel
61,BW8+,6:09.97,GER,3,2006-07-23 15:54:00,FA,2006,Hazewinkel
62,BW8+,6:12.40,ROM,4,2006-07-23 15:54:00,FA,2006,Hazewinkel
63,BW8+,6:15.16,AUS,5,2006-07-23 15:54:00,FA,2006,Hazewinkel
64,BW8+,6:15.26,RUS,6,2006-07-23 15:54:00,FA,2006,Hazewinkel
65,BM8+,5:30.72,CAN,1,2006-07-23 16:06:00,FA,2006,Hazewinkel
66,BM8+,5:31.78,GER,2,2006-07-23 16:06:00,FA,2006,Hazewinkel
67,BM8+,5:32.67,ITA,3,2006-07-23 16:06:00,FA,2006,Hazewinkel
68,BM8+,5:36.19,ROM,4,2006-07-23 16:06:00,FA,2006,Hazewinkel
69,BM8+,5:36.56,USA,5,2006-07-23 16:06:00,FA,2006,Hazewinkel
70,BM8+,5:38.90,POL,6,2006-07-23 16:06:00,FA,2006,Hazewinkel
0,JM4x,6:42.19,PAR,1,2006-08-05 09:36:00,FE,2006,Amsterdam
1,JM4x,7:10.14,INA,2,2006-08-05 09:36:00,FE,2006,Amsterdam
2,JM4x,6:18.94,JPN,1,2006-08-05 10:06:00,FD,2006,Amsterdam
3,JM4x,6:20.87,POL,2,2006-08-05 10:06:00,FD,2006,Amsterdam
4,JM4x,6:21.65,MEX,3,2006-08-05 10:06:00,FD,2006,Amsterdam
5,JM4x,6:27.21,BLR,4,2006-08-05 10:06:00,FD,2006,Amsterdam
6,JM4x,6:32.16,NOR,5,2006-08-05 10:06:00,FD,2006,Amsterdam
7,JM4x,6:33.74,USA,6,2006-08-05 10:06:00,FD,2006,Amsterdam
8,JM4-,6:37.90,BLR,1,2006-08-05 10:48:00,FC,2006,Amsterdam
9,JM4-,7:10.71,RSA,2,2006-08-05 10:48:00,FC,2006,Amsterdam
10,JW4x,7:13.12,DEN,1,2006-08-05 10:54:00,FC,2006,Amsterdam
11,JW4x,7:15.92,SWE,2,2006-08-05 10:54:00,FC,2006,Amsterdam
12,JW4x,7:20.14,JPN,3,2006-08-05 10:54:00,FC,2006,Amsterdam
13,JW4x,7:20.99,POL,4,2006-08-05 10:54:00,FC,2006,Amsterdam
14,JW4x,7:22.18,LAT,5,2006-08-05 10:54:00,FC,2006,Amsterdam
15,JW4x,7:22.20,USA,6,2006-08-05 10:54:00,FC,2006,Amsterdam
16,JM4x,6:16.00,SUI,1,2006-08-05 11:00:00,FC,2006,Amsterdam
17,JM4x,6:17.73,URU,2,2006-08-05 11:00:00,FC,2006,Amsterdam
18,JM4x,6:18.83,LTU,3,2006-08-05 11:00:00,FC,2006,Amsterdam
19,JM4x,6:19.51,RUS,4,2006-08-05 11:00:00,FC,2006,Amsterdam
20,JM4x,6:23.57,ESP,5,2006-08-05 11:00:00,FC,2006,Amsterdam
21,JM4x,6:24.37,ITA,6,2006-08-05 11:00:00,FC,2006,Amsterdam
22,JM8+,6:10.93,CZE,1,2006-08-05 11:06:00,FC,2006,Amsterdam
23,JM8+,6:13.20,UKR,2,2006-08-05 11:06:00,FC,2006,Amsterdam
24,JW4-,7:17.90,USA,1,2006-08-05 11:12:00,FB,2006,Amsterdam
25,JW4-,7:25.88,ROM,2,2006-08-05 11:12:00,FB,2006,Amsterdam
26,JW4-,7:26.84,POL,3,2006-08-05 11:12:00,FB,2006,Amsterdam
27,JW4-,7:28.26,CAN,4,2006-08-05 11:12:00,FB,2006,Amsterdam
28,JM4+,6:33.08,USA,1,2006-08-05 11:18:00,FB,2006,Amsterdam
29,JM4+,6:36.67,IRL,2,2006-08-05 11:18:00,FB,2006,Amsterdam
30,JM4+,6:38.52,GBR,3,2006-08-05 11:18:00,FB,2006,Amsterdam
31,JM4+,6:40.08,RUS,4,2006-08-05 11:18:00,FB,2006,Amsterdam
32,JM4+,6:53.16,RSA,5,2006-08-05 11:18:00,FB,2006,Amsterdam
33,JM4-,6:22.32,NED,1,2006-08-05 12:00:00,FB,2006,Amsterdam
34,JM4-,6:25.12,BEL,2,2006-08-05 12:00:00,FB,2006,Amsterdam
35,JM4-,6:29.15,DEN,3,2006-08-05 12:00:00,FB,2006,Amsterdam
36,JM4-,6:31.77,CZE,4,2006-08-05 12:00:00,FB,2006,Amsterdam
37,JM4-,6:33.18,SUI,5,2006-08-05 12:00:00,FB,2006,Amsterdam
38,JM4-,6:53.35,HUN,6,2006-08-05 12:00:00,FB,2006,Amsterdam
39,JW4x,7:02.38,RUS,1,2006-08-05 12:06:00,FB,2006,Amsterdam
40,JW4x,7:04.22,UKR,2,2006-08-05 12:06:00,FB,2006,Amsterdam
41,JW4x,7:08.30,SLO,3,2006-08-05 12:06:00,FB,2006,Amsterdam
42,JW4x,7:08.42,ITA,4,2006-08-05 12:06:00,FB,2006,Amsterdam
43,JW4x,7:11.34,NED,5,2006-08-05 12:06:00,FB,2006,Amsterdam
44,JW4x,7:12.30,ROM,6,2006-08-05 12:06:00,FB,2006,Amsterdam
45,JM4x,6:10.28,POR,1,2006-08-05 12:12:00,FB,2006,Amsterdam
46,JM4x,6:10.29,GRE,2,2006-08-05 12:12:00,FB,2006,Amsterdam
47,JM4x,6:13.42,NED,3,2006-08-05 12:12:00,FB,2006,Amsterdam
48,JM4x,6:16.21,CZE,4,2006-08-05 12:12:00,FB,2006,Amsterdam
49,JM4x,6:18.13,SCG,5,2006-08-05 12:12:00,FB,2006,Amsterdam
50,JM4x,6:21.53,AUT,6,2006-08-05 12:12:00,FB,2006,Amsterdam
51,JM8+,5:54.02,CRO,1,2006-08-05 12:18:00,FB,2006,Amsterdam
52,JM8+,5:55.16,NED,2,2006-08-05 12:18:00,FB,2006,Amsterdam
53,JM8+,5:58.69,POL,3,2006-08-05 12:18:00,FB,2006,Amsterdam
54,JM8+,5:59.12,LTU,4,2006-08-05 12:18:00,FB,2006,Amsterdam
55,JM8+,6:01.82,DEN,5,2006-08-05 12:18:00,FB,2006,Amsterdam
56,JM8+,6:07.07,RUS,6,2006-08-05 12:18:00,FB,2006,Amsterdam
57,JW4-,7:08.83,GER,1,2006-08-05 14:00:00,FA,2006,Amsterdam
58,JW4-,7:11.23,ITA,2,2006-08-05 14:00:00,FA,2006,Amsterdam
59,JW4-,7:16.76,GBR,3,2006-08-05 14:00:00,FA,2006,Amsterdam
60,JW4-,7:18.14,AUS,4,2006-08-05 14:00:00,FA,2006,Amsterdam
61,JW4-,7:21.38,NZL,5,2006-08-05 14:00:00,FA,2006,Amsterdam
62,JW4-,7:23.20,BLR,6,2006-08-05 14:00:00,FA,2006,Amsterdam
